Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Duration_Hr,Duration_Min,Total_Rating
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,7:05,15:30,8:25,1,14486,8,25,8
Air Asia,9/4/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2:50,0,4282,2,50,7
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1,13587,13h,30,7
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9:30,1,13587,9,30,10
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,8:00,4:25,20:25,1,6645,20,25,8
SpiceJet,15/04/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2:40,0,4423,2,40,7
Air India,18/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,17:25,23:25,30h,2,11518,30h,30,7
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,4:45,14:50,1,13759,14,50,8
SpiceJet,18/06/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2:40,0,3625,2,40,6
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,5:30,8:20,2:50,0,4148,2,50,7
Vistara,24/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2:35,0,5613,2,35,7
Air India,6/5/2019,Kolkata,Banglore,CCU → DEL → VGA → BLR,10:00,10:00,24h,2,14298,24h,30,9
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,21:20,13:20,1,7832,13,20,9
IndiGo,21/05/2019,Delhi,Cochin,DEL → HYD → COK,8:35,18:10,9:35,1,6442,9,35,6
Jet Airways,1/4/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1:25,0,5678,1,25,7
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,4:40,9:45,1,7064,9,45,10
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,9:45,16:45,1,14151,16,45,7
GoAir,24/06/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,3419,2,45,6
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,17:25,4:25,11h,1,15554,11h,30,7
Air India,18/03/2019,Banglore,New Delhi,BLR → AMD → DEL,0:30,8:45,8:15,1,13859,8,15,8
SpiceJet,15/03/2019,Kolkata,Banglore,CCU → BLR,22:20,0:40,2:20,0,3847,2,20,4
GoAir,9/3/2019,Banglore,New Delhi,BLR → GOI → DEL,15:50,20:15,4:25,1,7657,4,25,7
Air India,9/5/2019,Delhi,Cochin,DEL → HYD → BOM → COK,7:05,7:40,24:35:00,2,13547,24,35,10
Jet Airways,27/05/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,7229,3h,30,6
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,6:45,4:25,21:40,2,13376,21,40,7
IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,1:35,0,2227,1,35,5
SpiceJet,21/06/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2:40,0,3971,2,40,7
IndiGo,27/06/2019,Delhi,Cochin,DEL → BOM → COK,9:15,1:30,16:15,1,6628,16,15,7
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12:55,1,13584,12,55,8
SpiceJet,21/03/2019,Kolkata,Banglore,CCU → BLR,6:55,9:35,2:40,0,4148,2,40,6
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,18:15,11:45,1,14571,11,45,6
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,22:20,0:40,2:20,0,3841,2,20,7
Jet Airways,12/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2:45,0,5198,2,45,4
Air Asia,24/04/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2:50,0,3383,2,50,8
Jet Airways,6/6/2019,Delhi,Cochin,DEL → COK,11:00,14:15,3:15,0,7202,3,15,6
IndiGo,3/4/2019,Delhi,Cochin,DEL → COK,21:05,0:20,3:15,0,5021,3,15,7
GoAir,3/5/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,4239,2,45,9
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:05,2,15129,17,5,7
Vistara,1/3/2019,Banglore,New Delhi,BLR → DEL,7:00,9:40,2:40,0,21520,2,40,7
IndiGo,3/3/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3:15,0,7673,3,15,10
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2:50,0,4823,2,50,10
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11:55,1,15190,11,55,5
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,22:35,14:10,1,14781,14,10,6
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,4804,2,35,4
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23:35,1,10262,23,35,7
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,9:15,21:00,11:45,1,7503,11,45,10
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,8016,2,55,5
IndiGo,9/6/2019,Mumbai,Hyderabad,BOM → HYD,6:25,7:55,1:30,0,4049,1,30,5
Air India,3/3/2019,Banglore,New Delhi,BLR → CCU → DEL,5:50,12:55,7:05,1,12389,7,5,8
SpiceJet,12/5/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,3597,2,20,9
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,1:30,14h,1,13727,14h,30,8
Jet Airways,1/5/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1:25,0,5678,1,25,10
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10:40,1,7670,10,40,6
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,10844,9,30,7
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15,25:45:00,1,7064,25,45,7
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1,8930,12h,30,7
Air Asia,1/4/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2:50,0,4282,2,50,9
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,8:30,11:20,2:50,0,4823,2,50,6
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,4:25,21:20,1,12373,21,20,4
Jet Airways,9/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,20:20,13:20,1,11087,13,20,7
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,4:25,6:35,1,16079,6,35,9
IndiGo,12/6/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3:15,0,5601,3,15,8
SpiceJet,9/6/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1:30,0,2753,1,30,8
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,4:25,5:35,1,12898,5,35,4
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,15603,8h,30,6
IndiGo,12/4/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,2:45,0,4174,2,45,10
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2:55,0,6144,2,55,7
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9:50,1,14781,9,50,10
IndiGo,15/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,3:35,5:45,1,6195,5,45,5
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,8:15,25:45:00,1,8586,25,45,7
IndiGo,1/3/2019,Banglore,New Delhi,BLR → DEL,22:20,1:10,2:50,0,11934,2,50,5
Air India,15/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,5:25,22:25,2,14424,22,25,8
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:00,11:55,1,18581,11,55,10
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,4:40,7:30,1,13941,7,30,5
Jet Airways,6/5/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:05,0,7229,3,5,9
SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2:35,0,3873,2,35,10
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,14714,7,30,9
Air Asia,24/03/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:25,22:55,7:30,2,11245,7,30,7
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:25,1:30,14:05,1,6104,14,5,10
IndiGo,6/3/2019,Delhi,Cochin,DEL → HYD → COK,7:35,22:20,14:45,1,7094,14,45,9
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,4:45,22:15,1,10031,22,15,7
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,5:45,12:00,6:15,1,13941,6,15,6
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,1:30,6:30,1,7198,6,30,6
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,9:35,12:30,2:55,0,3873,2,55,8
Air India,12/3/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,5747,2,30,6
Air India,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1:15,0,3100,1,15,10
Air India,6/5/2019,Kolkata,Banglore,CCU → BBI → BLR,9:10,13:15,4:05,1,8996,4,5,8
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8:25,1,9103,8,25,8
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,9:30,14:50,1,31825,14,50,9
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05,17:35,1,14781,17,35,6
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,8:20,11:20,3h,0,7229,3h,30,8
IndiGo,1/3/2019,Banglore,New Delhi,BLR → DEL,23:30,2:20,2:50,0,10067,2,50,6
Jet Airways,9/4/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,4:25,18:45,2,10909,18,45,5
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,4804,2,35,6
Jet Airways,1/6/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1:25,0,4050,1,25,7
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35,27:10:00,1,14151,27,10,6
SpiceJet,1/6/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2:35,0,3841,2,35,5
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5:45,1,14781,5,45,9
Vistara,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6:25,1,9870,6,25,8
Air India,27/05/2019,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9:30,1,8907,9,30,7
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,7:40,8:50,1,26890,8,50,4
GoAir,15/04/2019,Delhi,Cochin,DEL → BOM → COK,7:00,12:55,5:55,1,6195,5,55,6
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5:05,1,7832,5,5,7
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,8:55,15:30,6:35,1,11269,6,35,9
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2:35,0,5613,2,35,9
IndiGo,1/5/2019,Banglore,Delhi,BLR → DEL,0:30,3:25,2:55,0,4284,2,55,6
Vistara,6/5/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2:50,0,4668,2,50,7
Air India,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,11:15,1,15197,11,15,5
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,7:55,1,9899,7,55,10
GoAir,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,3948,9h,30,6
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,8:55,8:15,23:20,1,10405,23,20,6
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,1:30,13:55,3,15419,13,55,4
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,8:25,18:50,10:25,1,15135,10,25,9
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,6:00,12:35,6:35,1,13369,6,35,8
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7:20,2,18804,7,20,6
Air Asia,9/5/2019,Delhi,Cochin,DEL → BLR → COK,20:45,7:10,10:25,1,6751,10,25,5
Air India,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,8:55,12:25,1,10203,12,25,5
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,21:20,14:20,1,27992,14,20,6
Air India,12/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,7:10,19:15,12:05,2,12488,12,5,6
Jet Airways,12/4/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,5198,3h,30,5
Jet Airways,1/5/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,7229,3h,30,6
Air India,12/6/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,23:15,17:25,2,12723,17,25,5
Air India,6/3/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,6:00,9:10,27:10:00,2,13169,27,10,9
Air India,15/05/2019,Kolkata,Banglore,CCU → BOM → HBX → BLR,9:25,18:20,8:55,2,8366,8,55,5
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,6:00,21:00,15h,1,7670,15h,30,7
Jet Airways,1/4/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2:45,0,7229,2,45,4
Vistara,1/6/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2:50,0,4668,2,50,7
Air Asia,9/3/2019,Delhi,Cochin,DEL → BLR → COK,20:10,7:10,11h,1,8327,11h,30,7
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35,15:40,1,12898,15,40,6
IndiGo,6/5/2019,Kolkata,Banglore,CCU → MAA → BLR,6:20,10:20,4h,1,4226,4h,30,6
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00,23:45,1,10262,23,45,8
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,4:55,19:00,14:05,1,10678,14,5,9
Air India,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,7:40,14:25,2,8052,14,25,5
GoAir,24/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2:55,0,3898,2,55,7
Air Asia,12/6/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2:35,0,3807,2,35,7
IndiGo,3/6/2019,Delhi,Cochin,DEL → BOM → COK,9:15,21:00,11:45,1,6838,11,45,9
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,13:30,2,13014,13,30,4
IndiGo,12/4/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2:30,0,5224,2,30,7
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,1:30,12:30,1,13377,12,30,10
GoAir,21/05/2019,Delhi,Cochin,DEL → BOM → COK,7:00,12:55,5:55,1,6633,5,55,8
Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,15:55,1,5192,15,55,10
IndiGo,18/04/2019,Banglore,Delhi,BLR → DEL,22:10,1:00,2:50,0,4591,2,50,7
Air India,12/5/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,4880,2,35,8
Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,7229,3h,30,6
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,19:45,4:25,8:40,1,12373,8,40,5
Air India,27/04/2019,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,6094,3h,30,4
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,20:55,12:35,15:40,1,10262,15,40,5
Jet Airways,9/4/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7:20,2,15439,7,20,5
IndiGo,6/5/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,4077,2,50,9
GoAir,18/05/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,4632,2,45,7
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,18:00,8:25,1,12692,8,25,5
IndiGo,24/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4:25,1,3480,4,25,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,1:30,7:40,2,19360,7,40,7
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,8:15,20:35,1,9134,20,35,5
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1,13587,7h,30,5
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00,25:30:00,1,15554,25,30,8
Jet Airways,9/3/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2:40,0,7229,2,40,7
IndiGo,6/3/2019,Delhi,Cochin,DEL → HYD → COK,8:35,22:20,13:45,1,7514,13,45,10
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1,13587,13h,30,7
Jet Airways,9/6/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,7229,3h,30,5
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,2:15,4:25,26:10:00,1,10262,26,10,7
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,21:00,13:30,1,14871,13,30,9
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:00,10:15,1,10529,10,15,8
IndiGo,12/6/2019,Delhi,Cochin,DEL → HYD → COK,7:35,22:30,14:55,1,6442,14,55,8
IndiGo,21/05/2019,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4:50,1,5170,4,50,9
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,7:35,22:30,14:55,1,6442,14,55,7
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,0:30,3:25,2:55,0,3419,2,55,6
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25,13:50,1,17261,13,50,5
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2:15,0,3543,2,15,6
Air Asia,12/5/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2:45,0,3383,2,45,5
Air India,24/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21:15,2,9181,21,15,6
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,11:25,16:30,1,11087,16,30,8
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,7229,3h,30,9
Multiple carriers,9/3/2019,Delhi,Cochin,DEL → BOM → COK,4:45,19:15,14:30,1,11249,14,30,9
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,23:00,16h,1,16736,16h,30,5
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,4:25,10:55,1,10262,10,55,8
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,10262,5h,30,8
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1:25,0,5678,1,25,8
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,9:00,15:30,6:30,1,8307,6,30,8
Air India,18/05/2019,Delhi,Cochin,DEL → MAA → COK,17:20,9:25,16:05,1,7690,16,5,8
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35,23:10,2,16704,23,10,5
Air India,9/3/2019,Delhi,Cochin,DEL → BOM → COK,4:00,7:40,27:40:00,1,10315,27,40,5
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,12:35,26:55:00,2,15129,26,55,6
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,7:00,8:55,25:55:00,1,12173,25,55,4
Air India,3/4/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05,16:05,1,4227,16,5,10
IndiGo,12/6/2019,Banglore,Delhi,BLR → DEL,6:05,8:50,2:45,0,3943,2,45,9
Jet Airways,1/6/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,7229,2,55,5
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,20:20,13:10,1,8610,13,10,9
IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,7:10,10:05,2:55,0,7303,2,55,8
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,18:40,7:40,13h,1,10972,13h,30,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10:40,1,7670,10,40,10
Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,8372,9,15,5
IndiGo,1/6/2019,Delhi,Cochin,DEL → BOM → COK,15:00,1:30,10:30,1,6628,10,30,6
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23:35,1,10262,23,35,8
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,9:20,16:50,1,14178,16,50,7
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,5:10,18:50,13:40,2,8518,13,40,4
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22h,2,13376,22h,30,7
Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45,17:45,1,8452,17,45,6
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,2:15,12:35,10:20,1,18371,10,20,6
SpiceJet,3/4/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1:30,0,1965,1,30,9
Jet Airways,1/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17:05,2,10368,17,5,8
Jet Airways,6/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00,21:35,1,11467,21,35,8
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,4:40,12:10,1,14781,12,10,6
Air India,6/3/2019,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,9:15,13h,1,9535,13h,30,8
Air India,3/4/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1:20,0,2050,1,20,6
Jet Airways,12/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,4:25,8:55,2,10368,8,55,7
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,22:35,14:10,1,10031,14,10,4
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,2:25,0,4491,2,25,10
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,7229,3h,30,6
SpiceJet,3/3/2019,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7:55,1,11401,7,55,6
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2:20,0,3597,2,20,6
Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,9:05,16:05,1,7927,16,5,8
SpiceJet,1/5/2019,Kolkata,Banglore,CCU → BLR,9:00,11:25,2:25,0,4174,2,25,6
Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:00,16:15,9:15,1,10203,9,15,6
Vistara,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,20:20,13:10,1,8610,13,10,6
Jet Airways,12/6/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,5769,2,55,10
IndiGo,1/5/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2:35,0,5644,2,35,9
Jet Airways,3/6/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,5769,3h,30,6
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,6:00,8:45,2:45,0,7229,2,45,5
IndiGo,9/6/2019,Kolkata,Banglore,CCU → MAA → BLR,6:20,10:20,4h,1,4226,4h,30,4
IndiGo,9/3/2019,Banglore,New Delhi,BLR → HYD → DEL,12:05,17:05,5h,1,4588,5h,30,6
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,4995,1,30,6
Jet Airways,1/4/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35,19:05,1,5406,19,5,6
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,3873,2,30,8
Jet Airways,6/3/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7:20,1,17024,7,20,6
SpiceJet,9/6/2019,Delhi,Cochin,DEL → PNQ → COK,8:45,13:15,4:30,1,5158,4,30,8
Jet Airways,1/5/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1:30,0,8040,1,30,6
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,5:45,16:20,10:35,1,10844,10,35,7
Air India,12/5/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2:15,0,4667,2,15,7
Jet Airways,3/4/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,5678,1,30,9
Air India,12/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,20:25,14:35,2,12513,14,35,8
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,7:10,10:10,3h,0,8016,3h,30,6
SpiceJet,1/6/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,3543,2,20,6
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,4:25,10:55,1,5963,10,55,10
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,16:20,7:55,1,14781,7,55,4
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,9:00,12:35,27:35:00,1,12373,27,35,6
Jet Airways,1/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1:30,0,3210,1,30,7
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,18:25,12:40,1,9134,12,40,10
Jet Airways,6/6/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,4:25,13:50,2,10919,13,50,7
IndiGo,1/5/2019,Mumbai,Hyderabad,BOM → HYD,9:10,10:40,1:30,0,4575,1,30,5
IndiGo,15/06/2019,Delhi,Cochin,DEL → COK,5:35,8:50,3:15,0,5601,3,15,10
